date,team,opponent,location,result,overtimes,points,opp_points,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,fouls,disqualifications,technical_fouls,opp_field_goals_made,opp_field_goals_attempted,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_free_throws_made,opp_free_throws_attempted,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_turnovers,opp_steals,opp_blocks,opp_fouls,opp_disqualifications,opp_technical_fouls
02/24/2024,DePaul,Georgetown,home,L,0,76,77,27,59,8,22,14,20,7,19,26,17,8,12,0,20,0,0,23,51,7,21,24,30,12,27,39,9,15,6,1,18,2,0
02/28/2024,DePaul,Xavier,away,L,0,58,91,21,51,5,19,11,14,6,27,33,11,20,6,4,12,0,1,35,67,11,21,10,14,8,27,35,24,9,9,1,16,0,1
03/02/2024,DePaul,Butler,home,L,0,63,82,24,54,7,22,8,14,11,25,36,12,14,5,1,7,0,0,33,66,12,31,4,4,8,22,30,24,6,8,3,14,0,0
03/05/2024,DePaul,St. John's (NY),home,L,0,77,104,28,55,10,17,11,13,2,19,21,17,12,3,2,14,0,0,41,68,12,23,10,16,13,26,39,26,6,7,5,15,0,0
03/09/2024,DePaul,Seton Hall,away,L,0,62,86,21,48,6,18,14,16,5,17,22,7,15,5,5,13,0,0,30,60,12,24,14,16,11,22,33,19,11,9,7,15,0,0
03/13/2024,DePaul,Villanova,neutral,L,0,57,58,22,60,9,28,4,5,9,28,37,14,7,7,3,9,0,0,22,52,11,35,3,6,3,30,33,17,10,3,6,11,0,0
11/08/2023,Drake,Lipscomb,home,W,0,85,70,32,62,9,25,12,16,10,26,36,13,13,5,2,15,0,0,27,57,7,21,9,12,6,20,26,8,15,6,2,16,0,2
11/14/2023,Drake,Southwest Minn. St.,home,W,0,87,67,29,54,11,25,18,26,8,23,31,17,7,8,1,13,0,0,26,61,6,21,9,12,14,20,34,9,13,6,4,18,0,0
11/19/2023,Drake,Oakland,neutral,W,0,85,77,30,65,12,32,13,15,6,23,29,22,7,9,1,12,0,0,30,58,7,23,10,15,7,31,38,11,18,5,1,14,0,0
11/20/2023,Drake,SFA,neutral,L,0,68,92,21,54,7,19,19,25,10,16,26,13,13,6,1,17,0,0,34,54,14,23,10,13,7,26,33,14,17,8,0,25,0,0
11/21/2023,Drake,Akron,neutral,W,0,79,59,29,52,9,26,12,14,6,27,33,18,10,6,0,16,0,0,21,48,5,21,12,21,6,18,24,10,12,2,1,17,1,0
11/25/2023,Drake,Texas Southern,home,W,0,77,71,29,55,1,12,18,23,13,26,39,13,11,4,1,15,1,0,27,62,9,29,8,13,11,17,28,13,11,8,2,18,1,0
11/29/2023,Drake,Valparaiso,away,W,0,83,65,29,58,6,23,19,26,8,31,39,17,6,5,2,20,0,0,24,59,9,22,8,17,10,25,35,13,10,4,2,21,0,0
12/02/2023,Drake,Missouri St.,home,W,0,74,57,32,74,6,27,4,5,10,27,37,15,6,9,3,9,0,0,22,62,5,22,8,11,13,30,43,6,14,2,4,6,0,0
12/06/2023,Drake,Saint Louis,home,W,0,75,69,22,54,8,24,23,30,10,21,31,15,10,7,4,16,1,0,23,52,5,14,18,22,10,24,34,6,14,8,2,22,1,0
12/09/2023,Drake,Nevada,neutral,W,0,72,53,27,62,10,30,8,10,6,29,35,19,12,11,1,21,0,1,19,51,6,25,9,18,8,30,38,9,19,2,3,15,0,2
12/14/2023,Drake,Grambling,home,W,0,68,56,21,55,10,26,16,20,9,20,29,13,11,9,3,14,0,0,21,48,2,15,12,15,6,26,32,8,17,4,4,12,0,1
12/19/2023,Drake,Alcorn,home,W,0,92,55,30,65,12,35,20,24,11,43,54,21,12,6,7,22,0,0,19,61,4,15,13,22,6,27,33,5,13,6,3,21,0,0
12/22/2023,Drake,UAB,away,L,1,78,79,30,63,6,19,12,12,15,19,34,15,14,5,0,19,1,0,27,53,8,20,17,26,11,17,28,14,11,9,5,13,0,0
01/02/2024,Drake,Illinois St.,home,W,0,88,71,32,56,12,25,12,22,7,25,32,16,8,3,0,17,0,0,26,54,9,21,10,15,5,19,24,9,13,6,0,19,0,0
01/07/2024,Drake,Belmont,away,L,0,65,87,26,52,5,23,8,13,6,17,23,13,15,7,2,20,0,0,28,49,12,22,19,24,7,22,29,13,15,8,1,11,0,0
01/10/2024,Drake,Indiana St.,home,W,0,89,78,30,64,10,25,19,21,6,23,29,15,3,7,2,17,0,0,22,51,11,30,23,25,6,29,35,13,15,2,2,19,1,0
01/13/2024,Drake,Southern Ill.,away,W,0,76,58,31,55,5,16,9,16,5,30,35,18,8,7,0,14,0,1,19,52,7,29,13,17,4,22,26,12,9,5,2,14,0,1
01/17/2024,Drake,Illinois St.,away,W,0,77,56,33,59,8,19,3,6,5,27,32,19,3,4,2,18,0,0,18,47,5,18,15,20,5,23,28,11,8,2,0,10,0,0
01/20/2024,Drake,Evansville,home,W,0,97,48,39,61,12,27,7,13,3,36,39,22,13,9,3,13,0,1,21,59,4,22,2,6,1,22,23,7,15,8,0,16,0,1
01/24/2024,Drake,Missouri St.,away,L,2,80,83,30,71,8,23,12,18,10,32,42,13,11,7,4,12,0,0,33,83,11,28,6,12,22,31,53,12,11,6,9,15,0,0
01/27/2024,Drake,UNI,home,W,0,77,63,24,57,11,27,18,23,10,28,38,13,8,8,2,18,0,0,22,52,5,18,14,18,6,25,31,6,9,3,2,21,0,0
01/31/2024,Drake,Valparaiso,home,W,0,81,70,25,62,9,25,22,27,12,36,48,17,11,2,0,12,0,0,27,61,8,22,8,13,2,28,30,10,7,8,4,22,1,0
02/03/2024,Drake,Indiana St.,away,L,0,67,75,24,61,7,22,12,23,5,33,38,11,9,7,1,19,1,0,25,59,7,30,18,24,5,40,45,10,10,5,4,19,1,0
02/07/2024,Drake,Southern Ill.,home,W,1,92,88,29,51,2,10,32,40,5,29,34,6,11,7,1,18,0,0,29,68,10,36,20,22,12,23,35,14,11,5,2,28,1,0
02/10/2024,Drake,Bradley,away,W,0,74,67,28,57,8,22,10,12,8,28,36,18,16,7,0,15,0,0,27,59,7,24,6,14,9,20,29,11,11,8,4,15,0,0
02/13/2024,Drake,Evansville,away,W,0,78,75,27,55,13,27,11,14,7,23,30,17,12,6,1,14,0,0,29,58,8,18,9,13,7,22,29,15,8,10,3,12,0,0
02/18/2024,Drake,Murray St.,home,W,0,95,72,34,56,17,30,10,13,5,23,28,22,8,6,0,18,0,0,26,52,5,13,15,22,7,17,24,7,11,6,1,17,0,0
02/21/2024,Drake,Belmont,home,W,0,84,69,30,58,10,21,14,16,6,25,31,16,7,5,1,13,0,0,26,63,7,29,10,14,13,23,36,7,10,3,1,16,0,0
02/24/2024,Drake,UNI,away,L,0,77,91,29,61,5,22,14,22,8,20,28,13,9,5,0,27,0,0,31,56,7,17,22,36,11,31,42,13,11,5,5,21,0,0
02/28/2024,Drake,UIC,away,W,3,107,105,36,81,10,25,25,34,13,37,50,29,13,7,3,22,1,0,31,77,16,35,27,35,11,35,46,22,11,8,5,25,2,0
03/03/2024,Drake,Bradley,home,W,0,74,66,22,54,5,21,25,26,4,20,24,8,8,8,2,11,0,0,27,53,5,16,7,7,3,22,25,10,16,3,6,15,0,0
03/08/2024,Drake,Evansville,neutral,W,0,79,58,26,62,9,29,18,22,9,28,37,18,7,7,1,13,0,0,23,55,4,16,8,12,3,28,31,8,12,5,3,18,0,0
03/09/2024,Drake,Bradley,neutral,W,0,72,67,20,54,11,24,21,27,10,25,35,14,8,5,0,14,0,1,23,52,8,22,13,15,3,25,28,9,10,4,1,22,0,0
03/10/2024,Drake,Indiana St.,neutral,W,0,84,80,31,60,11,18,11,13,4,24,28,12,9,5,2,15,0,0,31,59,7,24,11,15,6,26,32,13,11,7,1,15,0,0
11/07/2023,Drexel,La Salle,away,L,0,61,67,24,58,4,17,9,16,13,25,38,16,14,6,2,16,0,0,25,57,6,15,11,18,11,24,35,11,11,6,4,13,0,0
11/11/2023,Drexel,Winthrop,away,W,0,74,72,26,59,5,20,17,22,12,21,33,11,6,4,5,28,2,0,22,47,3,13,25,36,8,22,30,5,10,2,2,19,2,0
11/14/2023,Drexel,Temple,home,L,0,64,66,22,58,7,20,13,16,10,33,43,13,13,3,5,19,0,0,18,58,8,26,22,25,8,28,36,8,5,10,4,16,0,0
11/17/2023,Drexel,Fairfield,home,W,0,65,47,26,53,4,17,9,15,9,33,42,11,14,6,5,12,0,0,19,57,6,21,3,4,5,21,26,8,13,7,1,16,0,0
11/19/2023,Drexel,Queens (NC),home,W,0,62,52,26,55,2,16,8,14,10,29,39,10,12,4,7,13,0,0,19,58,6,20,8,14,13,21,34,9,11,4,0,17,1,0
11/26/2023,Drexel,Old Dominion,away,L,1,61,68,18,54,3,21,22,30,15,33,48,8,18,5,7,18,0,0,25,64,3,14,15,19,10,25,35,14,9,13,4,22,0,0
11/29/2023,Drexel,Lafayette,away,W,0,69,48,26,56,6,19,11,15,12,34,46,10,12,4,5,11,0,0,18,60,5,19,7,12,10,21,31,11,6,3,3,15,0,0
12/02/2023,Drexel,Villanova,neutral,W,0,57,55,24,49,8,16,1,3,4,26,30,9,12,4,8,13,0,0,20,61,5,27,10,14,16,22,38,11,6,6,1,7,0,0
12/05/2023,Drexel,Princeton,away,L,0,70,81,23,64,4,18,20,24,19,22,41,5,8,4,1,15,0,0,34,59,8,25,5,7,4,23,27,18,7,4,3,17,0,0
12/09/2023,Drexel,West Virginia,away,L,0,60,66,26,62,5,22,3,4,15,23,38,9,17,6,1,11,0,0,28,58,7,17,3,5,9,22,31,17,12,6,5,10,0,0
12/16/2023,Drexel,UAlbany,home,W,0,71,52,29,66,6,17,7,11,19,35,54,12,18,4,6,11,0,0,21,67,4,22,6,7,10,16,26,10,10,10,2,16,0,0
12/18/2023,Drexel,Penn St.-Gr Allegheny,home,W,0,117,49,46,71,11,26,14,21,12,35,47,30,8,14,7,12,0,0,16,55,7,18,10,15,6,15,21,8,21,4,1,16,0,0
12/22/2023,Drexel,Bryant,away,L,0,86,104,32,75,7,20,15,21,18,22,40,10,10,9,3,17,0,0,39,62,15,22,11,16,4,29,33,22,11,7,6,17,0,1
01/01/2024,Drexel,Hampton,home,W,0,99,65,34,65,11,24,20,24,12,24,36,19,7,11,0,15,0,0,21,59,7,29,16,19,15,21,36,11,16,4,3,20,0,0
01/04/2024,Drexel,UNCW,home,W,0,78,63,25,49,9,19,19,29,5,30,35,12,12,5,1,19,0,1,18,58,6,30,21,24,11,22,33,6,10,6,1,26,1,1
01/06/2024,Drexel,William & Mary,away,W,0,77,55,28,56,6,11,15,21,12,36,48,12,9,3,5,15,0,0,21,56,8,26,5,15,5,21,26,9,4,5,2,16,0,1
01/11/2024,Drexel,N.C. A&T,away,W,0,67,63,29,60,2,12,7,10,13,31,44,10,12,2,6,18,0,0,23,60,4,16,13,19,10,20,30,7,6,4,4,13,0,0
01/13/2024,Drexel,Elon,away,W,0,89,69,31,53,11,23,16,18,9,22,31,17,9,4,1,13,0,0,24,56,11,29,10,13,12,14,26,15,10,5,3,19,0,0
01/18/2024,Drexel,Monmouth,home,W,0,78,74,23,60,7,22,25,29,20,23,43,16,3,3,4,19,1,0,24,52,8,22,18,21,7,21,28,7,6,1,3,24,2,0
01/20/2024,Drexel,Delaware,home,W,0,86,67,33,55,10,20,10,15,8,27,35,19,11,3,6,14,0,0,26,60,7,18,8,12,8,16,24,14,6,5,2,11,0,0
01/25/2024,Drexel,Towson,away,L,0,67,70,23,59,6,18,15,22,11,26,37,12,5,4,4,19,0,0,26,58,4,13,14,24,13,29,42,10,9,2,3,18,1,0
01/27/2024,Drexel,N.C. A&T,home,W,0,62,47,23,59,8,25,8,14,13,34,47,15,11,5,6,12,0,0,19,57,1,12,8,15,9,25,34,8,9,4,3,13,0,0
02/01/2024,Drexel,Monmouth,away,L,0,62,67,23,60,4,20,12,18,14,27,41,7,14,10,4,18,0,0,24,56,8,23,11,17,8,27,35,6,12,9,4,16,0,0
02/08/2024,Drexel,UNCW,away,L,0,56,75,21,54,6,18,8,14,6,24,30,6,9,3,2,11,0,0,29,58,10,25,7,9,7,29,36,10,8,2,2,13,1,0
02/10/2024,Drexel,Col. of Charleston,away,L,0,70,80,30,69,5,19,5,6,12,28,40,10,9,3,2,15,0,0,30,66,13,32,7,9,9,27,36,11,5,3,3,11,0,0
02/15/2024,Drexel,Hofstra,home,W,0,79,77,28,53,8,15,15,20,6,21,27,15,8,4,2,15,0,0,26,50,10,22,15,20,4,18,22,11,7,4,7,19,0,1
02/17/2024,Drexel,Campbell,home,W,0,81,66,28,60,14,31,11,14,11,29,40,19,14,3,7,18,0,0,26,66,5,21,9,13,10,19,29,12,6,11,3,16,0,0
02/22/2024,Drexel,Hofstra,away,L,0,57,69,18,51,5,18,16,17,7,26,33,8,13,4,4,12,0,0,27,56,5,20,10,14,6,26,32,13,9,9,6,15,0,0
02/26/2024,Drexel,Delaware,away,W,0,70,60,29,58,6,17,6,13,11,25,36,11,11,6,3,19,0,1,24,54,2,15,10,18,9,22,31,10,8,7,3,14,0,1
02/29/2024,Drexel,Stony Brook,home,W,0,90,86,29,59,8,23,24,32,9,25,34,14,9,6,4,16,0,1,29,59,7,16,21,24,7,22,29,9,10,5,2,19,0,0
03/02/2024,Drexel,Northeastern,home,W,0,73,59,27,51,8,16,11,14,8,27,35,16,13,5,1,10,0,0,26,56,4,18,3,5,4,17,21,9,10,3,4,14,0,0
03/10/2024,Drexel,Stony Brook,neutral,L,2,88,91,31,75,10,28,16,23,14,28,42,14,5,4,3,17,1,0,37,74,6,16,11,17,12,34,46,14,6,4,4,17,0,0
11/06/2023,Duke,Dartmouth,home,W,0,92,54,38,59,7,17,9,12,5,28,33,18,9,6,6,18,1,0,19,56,4,18,12,17,10,19,29,11,13,5,1,16,0,0
11/10/2023,Duke,Arizona,home,L,0,73,78,28,65,8,23,9,12,8,25,33,14,14,9,3,17,0,0,30,65,6,17,12,18,15,30,45,17,17,8,5,17,0,0
11/14/2023,Duke,Michigan St.,neutral,W,0,74,65,22,49,6,22,24,30,8,28,36,17,13,6,5,16,0,0,26,63,6,19,7,12,13,20,33,12,13,5,6,23,1,0
11/17/2023,Duke,Bucknell,home,W,0,90,60,32,65,13,34,13,16,13,33,46,23,7,9,2,15,0,0,20,54,9,29,11,15,5,22,27,13,13,3,3,14,0,0
11/21/2023,Duke,La Salle,home,W,0,95,66,36,67,9,22,14,20,10,32,42,21,5,4,3,18,0,0,24,58,6,24,12,17,4,23,27,11,9,3,1,16,0,0
11/24/2023,Duke,Southern Ind.,home,W,0,80,62,29,60,5,18,17,28,14,24,38,13,7,4,4,9,0,1,24,58,9,21,5,6,9,24,33,15,12,4,4,19,0,0
11/29/2023,Duke,Arkansas,away,L,0,75,80,24,67,6,22,21,31,12,23,35,10,8,7,3,24,1,0,26,53,9,22,19,30,5,35,40,17,12,6,10,21,0,0
12/02/2023,Duke,Georgia Tech,away,L,0,68,72,26,62,4,16,12,20,13,20,33,12,6,8,6,15,0,1,27,53,7,23,11,13,6,27,33,19,12,1,8,12,0,0
12/09/2023,Duke,Charlotte,home,W,0,80,56,24,48,10,18,22,28,9,27,36,15,11,7,2,14,0,0,21,52,4,20,10,16,8,17,25,9,11,4,6,19,0,0
12/12/2023,Duke,Hofstra,home,W,0,89,68,33,60,11,22,12,14,8,24,32,22,10,6,3,11,0,0,25,50,10,24,8,10,2,21,23,13,14,3,6,12,0,0
12/20/2023,Duke,Baylor,neutral,W,0,78,70,25,51,4,12,24,29,8,22,30,14,8,7,0,13,0,0,25,58,8,18,12,16,11,19,30,10,13,3,7,20,0,0
12/30/2023,Duke,Queens (NC),home,W,0,106,69,40,69,9,26,17,23,12,29,41,24,9,11,11,18,0,0,25,59,7,22,12,19,12,21,33,11,19,7,2,20,0,0
01/02/2024,Duke,Syracuse,home,W,0,86,66,31,59,8,17,16,18,5,25,30,19,11,11,5,13,0,0,24,55,4,16,14,17,6,25,31,14,17,7,3,18,0,0
01/06/2024,Duke,Notre Dame,away,W,0,67,59,21,59,8,26,17,21,10,30,40,10,11,9,4,14,0,0,23,59,5,19,8,16,11,31,42,5,14,7,5,22,0,0
01/09/2024,Duke,Pittsburgh,away,W,0,75,53,29,56,11,25,6,9,13,29,42,19,14,5,5,14,0,0,19,58,9,27,6,7,11,15,26,10,10,13,4,11,0,0
01/13/2024,Duke,Georgia Tech,home,W,0,84,79,27,63,10,21,20,28,11,21,32,16,4,6,4,15,0,0,30,55,11,20,8,12,5,29,34,17,14,3,8,21,1,0
01/20/2024,Duke,Pittsburgh,home,L,0,76,80,22,49,11,28,21,28,4,21,25,11,11,6,3,16,0,0,30,59,10,20,10,16,9,23,32,13,10,5,6,20,2,1
01/23/2024,Duke,Louisville,away,W,0,83,69,29,63,9,25,16,22,15,28,43,15,9,6,3,22,0,0,24,52,5,17,16,24,7,21,28,9,10,4,1,19,0,0
01/27/2024,Duke,Clemson,home,W,0,72,71,21,51,9,21,21,33,4,29,33,8,7,7,4,17,1,0,23,60,7,23,18,22,11,31,42,14,9,3,2,20,1,1
01/29/2024,Duke,Virginia Tech,away,W,0,77,67,31,56,9,17,6,10,10,28,38,19,14,1,3,18,0,0,26,58,6,22,9,12,4,16,20,15,4,4,3,10,0,0
02/03/2024,Duke,North Carolina,away,L,0,84,93,35,69,5,19,9,11,7,27,34,8,11,4,3,18,1,0,33,66,9,24,18,25,9,26,35,19,5,9,3,12,0,0
02/07/2024,Duke,Notre Dame,home,W,0,71,53,26,60,4,18,15,25,16,27,43,13,9,10,6,11,0,0,20,59,7,27,6,9,13,22,35,9,15,2,6,17,1,0
02/10/2024,Duke,Boston College,home,W,0,80,65,30,63,10,30,10,13,9,29,38,19,7,4,1,12,0,0,24,59,5,26,12,16,8,25,33,15,9,6,5,16,0,0
02/12/2024,Duke,Wake Forest,home,W,0,77,69,26,55,7,25,18,25,11,30,41,14,13,4,4,17,0,0,27,69,6,26,9,13,15,22,37,11,9,9,4,21,2,0
02/17/2024,Duke,Florida St.,away,W,0,76,67,26,56,10,16,14,20,15,21,36,11,17,8,1,13,0,0,28,57,4,14,7,11,9,18,27,11,14,9,9,17,1,1
02/21/2024,Duke,Miami (FL),away,W,0,84,55,28,55,13,29,15,21,15,28,43,19,10,4,4,18,0,0,19,61,6,25,11,14,16,15,31,11,9,6,0,10,0,1
02/24/2024,Duke,Wake Forest,away,L,0,79,83,26,49,11,25,16,20,8,20,28,12,11,4,2,20,0,0,29,48,9,17,16,22,4,16,20,14,6,5,0,12,0,0
02/28/2024,Duke,Louisville,home,W,0,84,59,32,57,11,22,9,16,13,30,43,23,14,8,2,19,0,1,23,56,3,17,10,19,8,16,24,11,9,7,1,14,0,0
03/02/2024,Duke,Virginia,home,W,0,73,48,30,61,6,19,7,10,12,30,42,17,10,8,4,11,0,0,17,55,5,17,9,13,10,19,29,12,12,3,7,9,0,0
03/04/2024,Duke,NC State,away,W,0,79,64,32,68,9,30,6,9,19,17,36,12,5,6,4,14,0,0,27,56,3,9,7,14,13,18,31,12,10,4,5,7,0,0
03/09/2024,Duke,North Carolina,home,L,0,79,84,26,60,9,23,18,24,8,20,28,10,7,6,6,16,0,0,31,62,7,15,15,18,12,27,39,11,13,6,3,17,0,0
03/14/2024,Duke,NC State,neutral,L,0,69,74,28,65,5,20,8,14,12,27,39,15,9,5,2,19,1,0,28,61,7,16,11,20,9,26,35,14,9,7,6,13,0,0
11/06/2023,Duquesne,Cleveland St.,home,W,0,79,77,26,62,9,27,18,33,17,26,43,17,11,5,2,20,0,0,28,64,9,20,12,19,15,26,41,10,12,7,6,25,0,0
11/10/2023,Duquesne,Col. of Charleston,neutral,W,0,90,72,33,67,11,34,13,13,8,31,39,17,13,10,6,23,1,0,23,58,7,27,19,30,12,26,38,15,16,8,1,17,0,0
11/13/2023,Duquesne,Stony Brook,home,W,0,85,63,32,64,13,28,8,11,15,32,47,15,12,8,5,14,0,0,22,66,12,29,7,12,14,18,32,9,11,5,5,11,0,0
11/15/2023,Duquesne,Princeton,home,L,0,67,70,23,53,7,21,14,17,11,16,27,11,13,7,4,15,0,0,27,50,7,20,9,10,6,21,27,12,16,6,1,17,0,0
11/17/2023,Duquesne,Rider,home,W,0,77,58,26,57,12,31,13,21,8,34,42,15,11,6,14,20,0,0,21,66,4,15,12,22,17,26,43,8,10,6,3,16,1,0
11/22/2023,Duquesne,Nebraska,away,L,0,79,89,28,63,8,29,15,17,14,23,37,8,6,1,4,24,2,1,26,53,9,24,28,31,7,22,29,18,2,1,2,13,0,0
11/29/2023,Duquesne,UC Irvine,home,W,0,66,62,24,58,9,18,9,15,10,20,30,16,11,10,6,11,0,0,22,54,7,18,11,11,11,28,39,13,20,5,3,20,1,0
12/06/2023,Duquesne,Marshall,away,W,0,85,72,24,54,7,20,30,41,10,31,41,10,15,7,3,18,0,0,26,70,4,25,16,24,14,27,41,7,12,7,1,26,1,0
12/08/2023,Duquesne,Saint Peter's,home,W,0,68,59,20,51,6,25,22,28,11,25,36,10,9,9,7,15,0,0,21,50,8,20,9,14,8,23,31,13,14,5,7,23,0,0
12/18/2023,Duquesne,Bradley,neutral,W,0,69,67,25,59,5,19,14,20,14,19,33,8,9,12,1,12,0,0,26,54,8,18,7,12,13,24,37,10,19,6,8,16,0,0
12/23/2023,Duquesne,Santa Clara,neutral,L,0,73,81,21,54,12,32,19,31,13,20,33,12,13,7,1,29,1,1,26,53,8,15,21,29,10,25,35,14,13,4,2,22,0,0
12/30/2023,Duquesne,Cleary,home,W,0,95,47,36,69,8,22,15,18,19,30,49,21,15,12,2,13,0,0,17,51,8,25,5,9,5,16,21,14,23,7,5,12,0,0
01/03/2024,Duquesne,Massachusetts,away,L,0,61,80,21,58,6,22,13,22,13,20,33,11,14,7,0,23,0,0,27,51,2,10,24,34,8,28,36,13,12,6,3,20,1,0
01/06/2024,Duquesne,Loyola Chicago,away,L,0,67,72,26,66,6,21,9,13,11,27,38,16,18,9,4,21,0,0,27,54,4,16,14,21,5,30,35,19,21,6,3,15,0,0
01/12/2024,Duquesne,Dayton,home,L,0,62,72,25,62,8,30,4,5,11,16,27,10,13,10,4,14,0,0,25,53,7,19,15,19,13,26,39,14,17,7,4,10,1,0
01/16/2024,Duquesne,Richmond,home,L,0,61,63,24,57,6,19,7,11,9,22,31,14,9,4,2,13,1,0,24,50,5,15,10,14,6,24,30,14,11,6,6,13,0,0
01/20/2024,Duquesne,Saint Joseph's,away,L,0,69,71,24,58,9,24,12,14,10,24,34,10,11,6,5,18,0,0,26,55,7,17,12,19,10,25,35,11,10,7,3,16,0,0
01/23/2024,Duquesne,St. Bonaventure,home,W,0,54,50,15,49,7,21,17,30,12,27,39,11,15,10,8,17,0,0,16,59,2,13,16,24,19,25,44,4,16,9,3,23,2,0
01/27/2024,Duquesne,Fordham,home,W,0,68,59,24,51,1,13,19,30,5,26,31,13,8,4,7,22,1,0,21,57,4,22,13,24,15,29,44,11,13,5,3,22,1,1
01/31/2024,Duquesne,Chicago St.,home,W,0,65,60,23,62,3,20,16,25,17,24,41,11,11,10,4,18,0,0,22,54,7,17,9,16,13,25,38,11,17,4,6,17,0,0
02/03/2024,Duquesne,Rhode Island,away,W,0,85,71,28,53,14,27,15,17,6,25,31,20,13,5,6,18,0,0,26,58,5,18,14,20,9,20,29,12,10,6,2,17,0,0
02/07/2024,Duquesne,Davidson,home,L,0,59,72,21,52,5,19,12,20,8,23,31,7,9,6,4,19,0,0,23,53,8,26,18,20,9,28,37,16,8,6,5,22,1,0
02/10/2024,Duquesne,St. Bonaventure,away,W,0,75,69,27,59,6,21,15,21,9,27,36,16,9,3,2,19,2,0,22,55,5,15,20,26,8,27,35,8,9,4,3,19,1,0
02/13/2024,Duquesne,Dayton,away,L,0,59,75,26,52,6,20,1,3,5,23,28,18,12,4,4,17,0,0,26,55,7,22,16,23,10,22,32,12,5,6,3,10,0,0
02/17/2024,Duquesne,Saint Joseph's,home,W,0,66,56,23,52,9,18,11,13,9,27,36,16,16,7,5,14,0,0,18,56,9,37,11,17,14,22,36,12,14,12,4,15,0,0
02/20/2024,Duquesne,Saint Louis,home,W,0,81,66,28,55,9,26,16,19,5,29,34,15,15,12,7,14,0,0,24,58,7,25,11,15,7,22,29,17,13,10,3,17,0,0
02/23/2024,Duquesne,Fordham,away,L,0,67,79,19,55,6,16,23,27,10,18,28,10,11,12,4,20,1,0,27,52,8,19,17,24,12,29,41,18,18,9,9,22,0,0
02/28/2024,Duquesne,La Salle,home,W,0,75,63,30,60,7,18,8,14,14,22,36,19,9,6,5,10,0,0,25,61,6,21,7,9,14,20,34,17,13,5,4,14,0,0
03/02/2024,Duquesne,George Mason,away,W,0,59,51,19,39,3,15,18,22,5,24,29,9,18,12,3,21,1,0,18,48,4,20,11,19,12,16,28,8,18,10,2,19,1,0
03/05/2024,Duquesne,VCU,away,W,0,69,59,24,57,10,28,11,12,10,23,33,11,11,8,0,15,1,0,21,49,8,22,9,14,7,24,31,11,14,7,2,16,0,0
03/09/2024,Duquesne,George Washington,home,W,0,67,65,26,57,4,12,11,11,9,24,33,10,12,8,6,9,0,0,25,55,7,19,8,9,7,21,28,15,12,7,6,11,0,0
03/13/2024,Duquesne,Saint Louis,neutral,W,0,83,73,31,61,10,22,11,20,7,23,30,22,5,9,3,22,1,0,21,45,8,20,23,30,6,27,33,10,13,3,3,18,0,0
03/14/2024,Duquesne,Dayton,neutral,W,0,65,57,24,57,7,22,10,13,12,33,45,11,12,4,6,19,1,0,16,50,7,26,18,25,8,20,28,10,7,4,3,13,0,0
11/06/2023,East Carolina,Ferrum,home,W,0,91,61,27,52,7,21,30,39,12,26,38,16,14,12,1,10,0,0,27,60,4,20,3,6,9,19,28,11,19,8,1,24,1,0
11/11/2023,East Carolina,Campbell,home,W,0,77,63,30,63,9,29,8,11,12,22,34,17,11,14,2,25,1,0,19,41,4,14,21,28,2,23,25,7,16,4,1,14,0,0
11/15/2023,East Carolina,USC Upstate,home,L,0,81,83,28,59,6,17,19,31,19,20,39,11,14,4,4,16,0,0,29,61,9,21,16,19,13,19,32,14,12,6,1,23,2,0
11/19/2023,East Carolina,Northeastern,home,L,0,76,82,28,58,6,23,14,20,11,16,27,14,8,4,1,17,0,0,31,56,8,23,12,18,13,22,35,20,12,3,6,19,0,0
11/20/2023,East Carolina,Ga. Southern,home,W,0,82,64,28,50,12,26,14,20,7,27,34,20,15,9,1,13,0,0,21,52,11,32,11,13,4,18,22,9,16,9,0,17,0,0
11/21/2023,East Carolina,Kennesaw St.,home,W,0,85,84,26,63,5,18,28,40,16,31,47,12,11,8,8,17,0,0,31,69,14,38,8,16,13,24,37,18,11,8,2,29,2,0
11/25/2023,East Carolina,George Mason,away,L,0,59,81,20,58,6,20,13,21,16,17,33,9,7,3,3,14,0,0,32,55,9,24,8,11,8,26,34,18,7,6,7,15,0,0
11/30/2023,East Carolina,UNCW,home,W,0,74,66,23,52,8,25,20,32,14,29,43,8,10,5,0,23,1,0,22,56,3,23,19,30,11,22,33,6,6,4,0,23,1,0
12/04/2023,East Carolina,UMES,home,W,0,63,52,21,61,4,18,17,21,15,24,39,12,9,12,4,14,0,0,15,52,8,24,14,16,13,26,39,11,17,3,8,18,0,0
12/09/2023,East Carolina,South Carolina,home,L,0,62,68,21,53,5,17,15,23,7,25,32,8,8,6,2,18,0,0,21,48,9,26,17,24,7,28,35,13,9,2,4,17,0,0
12/14/2023,East Carolina,Florida,neutral,L,0,65,70,25,63,7,22,8,12,10,22,32,11,12,12,3,21,0,0,25,61,5,20,15,28,22,30,52,13,18,7,7,12,0,0
