Didn't find Card
date,team,opponent,location,result,overtimes,points,opp_points,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,fouls,disqualifications,technical_fouls,opp_field_goals_made,opp_field_goals_attempted,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_free_throws_made,opp_free_throws_attempted,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_turnovers,opp_steals,opp_blocks,opp_fouls,opp_disqualifications,opp_technical_fouls
01/18/2025,Ga. Southern,Old Dominion,away,W,0,67,63,26,58,9,25,6,8,12,21,33,6,11,7,9,16,0,0,21,71,4,19,17,27,32,21,53,4,10,6,4,11,0,0
01/23/2025,Ga. Southern,Coastal Carolina,home,W,0,85,58,32,70,11,27,10,13,15,28,43,18,9,14,7,17,0,0,19,50,7,20,13,19,7,25,32,9,19,4,4,15,0,0
01/25/2025,Ga. Southern,Marshall,home,L,0,67,71,22,62,12,28,11,22,16,23,39,12,13,3,6,24,0,0,21,50,4,13,25,31,10,28,38,13,12,4,11,19,0,1
01/30/2025,Ga. Southern,Troy,away,L,0,74,81,27,63,10,29,10,12,17,21,38,16,15,5,1,25,2,0,26,52,7,29,22,34,10,20,30,14,8,9,6,16,1,0
02/01/2025,Ga. Southern,Southern Miss.,away,L,0,68,72,24,64,13,33,7,12,12,23,35,8,17,11,3,17,0,0,26,57,3,13,17,21,8,32,40,14,15,10,7,16,0,0
02/05/2025,Ga. Southern,Louisiana,home,W,0,83,82,30,57,11,32,12,20,12,20,32,16,8,4,3,17,0,0,24,58,10,22,24,25,15,20,35,8,6,5,3,14,0,0
02/08/2025,Ga. Southern,Western Mich.,away,W,0,83,57,32,63,14,34,5,12,12,33,45,26,15,10,2,16,0,0,19,60,5,26,14,21,12,21,33,12,12,6,2,10,0,0
02/13/2025,Ga. Southern,James Madison,home,L,0,72,77,26,58,10,25,10,15,11,23,34,14,11,8,3,15,0,0,27,56,13,29,10,13,8,22,30,13,10,5,3,13,0,0
02/15/2025,Ga. Southern,Old Dominion,home,W,0,78,75,28,69,11,34,11,16,15,27,42,18,11,7,5,18,0,0,26,59,7,22,16,24,12,29,41,11,16,6,3,16,0,0
02/20/2025,Ga. Southern,App State,away,L,1,74,79,27,71,10,32,10,11,15,31,46,16,11,5,3,25,1,0,27,64,6,25,19,31,13,30,43,13,11,4,4,14,0,0
02/22/2025,Ga. Southern,James Madison,away,L,0,73,78,26,61,9,23,12,14,16,28,44,8,15,5,2,20,1,0,22,59,8,24,26,33,15,20,35,12,7,8,5,14,0,0
02/25/2025,Ga. Southern,App State,home,W,0,61,59,22,51,10,23,7,14,8,26,34,15,11,7,5,17,0,0,22,60,7,25,8,16,16,25,41,9,11,3,4,15,1,0
02/28/2025,Ga. Southern,Georgia St.,home,W,0,76,75,29,64,12,31,6,10,14,24,38,18,11,6,5,15,0,0,31,59,8,15,5,13,9,22,31,13,10,6,4,13,0,1
03/05/2025,Ga. Southern,Southern Miss.,neutral,W,0,78,64,32,61,5,19,9,13,15,25,40,16,16,8,3,11,0,0,24,63,6,22,10,12,15,16,31,12,15,9,5,15,1,0
03/06/2025,Ga. Southern,Georgia St.,neutral,L,0,71,80,25,62,9,29,12,20,9,19,28,13,8,9,2,21,2,0,26,49,4,13,24,31,8,34,42,9,15,3,4,17,0,0
11/04/2024,Gonzaga,Baylor,home,W,0,101,63,40,71,13,31,8,13,17,29,46,24,11,8,3,18,0,0,23,62,3,21,14,20,14,18,32,11,12,8,4,14,0,0
11/10/2024,Gonzaga,Arizona St.,home,W,0,88,80,31,62,8,24,18,22,10,28,38,22,8,8,1,10,0,0,30,63,9,29,11,12,6,23,29,8,10,5,3,18,1,0
11/15/2024,Gonzaga,UMass Lowell,home,W,0,113,54,41,76,10,22,21,27,14,32,46,21,9,16,7,20,0,0,18,50,3,16,15,20,3,26,29,6,25,4,2,19,0,1
11/18/2024,Gonzaga,San Diego St.,away,W,0,80,67,24,57,5,20,27,31,12,27,39,14,8,6,2,21,0,0,23,61,8,25,13,18,10,23,33,10,11,4,9,22,1,0
11/20/2024,Gonzaga,Long Beach St.,home,W,0,84,41,29,63,9,27,17,24,15,29,44,14,4,7,2,15,0,0,17,54,2,20,5,11,12,23,35,6,16,3,4,20,0,0
11/27/2024,Gonzaga,West Virginia,neutral,L,1,78,86,26,65,7,21,19,22,11,25,36,20,13,7,3,18,0,0,26,63,11,35,23,26,12,30,42,12,13,7,8,17,0,0
11/28/2024,Gonzaga,Indiana,neutral,W,0,89,73,31,64,6,20,21,22,13,29,42,20,13,9,2,22,0,0,27,59,4,18,15,22,7,20,27,17,12,8,4,22,1,0
11/29/2024,Gonzaga,Davidson,neutral,W,0,90,65,35,64,6,16,14,15,8,32,40,24,9,7,3,16,0,0,24,56,6,24,11,16,2,21,23,17,10,3,3,16,0,0
12/07/2024,Gonzaga,Kentucky,neutral,L,1,89,90,33,71,6,27,17,24,15,27,42,17,6,2,2,15,0,0,34,75,7,25,15,18,16,27,43,17,7,1,4,21,0,1
12/14/2024,Gonzaga,UConn,neutral,L,0,71,77,25,57,6,16,15,19,8,26,34,13,10,4,3,17,0,0,27,59,5,24,18,21,8,27,35,16,8,4,4,19,0,0
12/18/2024,Gonzaga,Nicholls,home,W,0,102,72,35,54,8,17,24,27,5,38,43,23,15,6,6,10,0,0,27,75,10,33,8,11,12,15,27,13,10,13,1,22,1,0
12/21/2024,Gonzaga,Bucknell,home,W,0,86,65,34,71,12,35,6,9,10,31,41,21,12,11,2,16,0,0,24,59,10,31,7,10,6,28,34,9,19,7,1,10,0,0
12/28/2024,Gonzaga,UCLA,neutral,L,0,62,65,25,55,7,24,5,8,8,24,32,17,15,3,2,15,0,1,20,55,12,24,13,18,12,25,37,16,14,9,3,15,0,1
12/30/2024,Gonzaga,Pepperdine,away,W,0,89,82,36,66,2,15,15,19,13,23,36,15,13,9,4,15,1,1,32,68,9,29,9,10,13,20,33,20,15,8,1,16,0,1
01/02/2025,Gonzaga,Portland,home,W,0,81,50,29,68,11,24,12,16,15,32,47,20,7,10,3,11,0,0,21,63,4,25,4,6,10,26,36,10,15,3,5,17,0,0
01/04/2025,Gonzaga,LMU (CA),away,W,0,96,68,38,72,7,16,13,14,11,28,39,16,6,8,2,21,0,0,21,55,8,24,18,25,8,24,32,10,14,3,2,15,0,0
01/08/2025,Gonzaga,San Diego,home,W,0,93,80,28,62,10,31,27,33,15,33,48,19,11,4,2,15,0,1,28,67,11,33,13,16,9,22,31,7,9,7,5,24,1,1
01/11/2025,Gonzaga,Washington St.,home,W,0,88,75,34,61,10,21,10,13,11,20,31,20,13,6,4,12,0,0,32,60,8,21,3,8,10,18,28,20,16,8,3,17,0,0
01/16/2025,Gonzaga,Oregon St.,away,L,1,89,97,30,72,9,25,20,25,19,22,41,19,12,7,2,24,1,0,31,53,6,14,29,37,3,25,28,11,9,8,4,18,1,0
01/18/2025,Gonzaga,Santa Clara,home,L,0,99,103,36,66,10,28,17,23,7,23,30,28,10,11,3,13,0,1,36,67,18,38,13,19,10,28,38,19,14,6,1,19,0,0
01/25/2025,Gonzaga,Portland,away,W,0,105,62,42,67,12,22,9,13,11,26,37,31,7,10,6,18,0,1,20,58,7,24,15,19,13,16,29,13,15,6,3,15,1,0
01/28/2025,Gonzaga,Oregon St.,home,W,0,98,60,33,60,9,17,23,27,12,26,38,19,6,10,4,20,0,0,21,55,6,23,12,19,14,18,32,9,13,3,5,18,0,0
02/01/2025,Gonzaga,Saint Mary's (CA),away,L,0,58,62,24,55,3,17,7,13,10,24,34,17,9,7,2,20,0,1,21,55,9,25,11,22,14,26,40,16,11,4,4,15,1,0
02/06/2025,Gonzaga,LMU (CA),home,W,0,73,53,25,58,2,18,21,23,12,31,43,13,7,4,3,15,0,1,19,55,4,22,11,16,8,22,30,5,11,4,4,18,0,0
02/08/2025,Gonzaga,Pacific,away,W,0,78,61,25,58,5,22,23,26,11,26,37,19,9,8,2,16,0,0,22,55,5,20,12,20,12,25,37,5,15,4,5,22,0,0
02/13/2025,Gonzaga,San Francisco,home,W,0,88,77,34,65,4,14,16,23,15,26,41,22,10,5,1,19,0,1,26,60,9,27,16,19,8,20,28,12,10,4,2,22,1,1
02/15/2025,Gonzaga,Pepperdine,home,W,0,107,55,45,79,12,26,5,7,12,40,52,33,6,9,5,18,0,0,19,65,7,26,10,14,7,24,31,14,12,3,3,14,1,0
02/19/2025,Gonzaga,Washington St.,away,W,0,84,63,29,56,7,15,19,20,10,25,35,19,11,8,2,14,0,0,24,59,9,25,6,8,11,17,28,12,15,5,7,17,0,0
02/22/2025,Gonzaga,Saint Mary's (CA),home,L,0,67,74,27,56,4,14,9,12,7,19,26,12,7,5,4,15,0,0,27,61,8,20,12,15,16,23,39,10,11,3,1,13,0,0
02/25/2025,Gonzaga,Santa Clara,away,W,0,95,76,37,64,6,22,15,20,5,28,33,22,13,11,4,21,1,0,22,55,11,25,21,28,6,23,29,12,17,5,2,19,0,0
03/01/2025,Gonzaga,San Francisco,away,W,0,95,75,34,59,11,24,16,19,8,27,35,22,10,4,2,16,0,0,31,67,3,18,10,14,13,20,33,12,8,5,0,17,0,0
03/10/2025,Gonzaga,San Francisco,neutral,W,0,85,76,28,63,4,17,25,32,9,31,40,20,7,9,3,18,0,0,28,62,11,25,9,14,6,28,34,11,14,5,2,24,1,0
03/11/2025,Gonzaga,Saint Mary's (CA),neutral,W,0,58,51,26,63,1,15,5,7,10,18,28,13,4,12,2,16,0,1,20,52,0,16,11,15,14,29,43,12,18,3,4,13,0,0
11/04/2024,Harvard,Marist,home,W,0,79,66,30,48,7,17,12,16,5,26,31,12,14,6,3,15,0,0,26,63,8,20,6,10,12,15,27,10,11,10,1,14,0,0
11/08/2024,Harvard,Navy,away,L,0,80,85,30,60,12,32,8,15,11,26,37,19,19,2,5,22,0,0,28,66,7,24,22,26,14,22,36,18,7,11,2,12,0,0
11/10/2024,Harvard,American,away,L,0,55,67,20,52,5,21,10,15,7,25,32,10,11,5,2,17,0,0,22,50,9,24,14,17,5,27,32,13,11,6,3,21,0,0
11/13/2024,Harvard,Northeastern,away,L,0,56,78,19,59,4,31,14,20,12,25,37,9,14,7,3,14,0,0,31,59,9,22,7,12,6,31,37,21,12,10,3,17,0,0
11/17/2024,Harvard,Colorado,away,L,0,66,88,24,65,8,23,10,14,11,19,30,14,8,9,3,17,0,0,29,56,9,19,21,25,11,32,43,18,13,6,6,14,0,0
11/22/2024,Harvard,Colgate,home,W,0,78,67,29,59,11,29,9,11,7,27,34,19,10,10,3,8,0,0,27,58,13,32,0,0,4,23,27,13,12,5,2,11,0,0
11/27/2024,Harvard,Massachusetts,home,L,0,54,62,23,61,6,20,2,3,8,20,28,13,11,9,5,15,0,0,27,67,1,16,7,11,21,30,51,10,14,6,6,8,0,0
11/30/2024,Harvard,St. John's (NY),away,L,0,64,77,22,61,8,29,12,16,9,25,34,13,10,5,2,12,0,0,31,70,6,27,9,13,17,33,50,15,10,6,6,17,1,0
12/04/2024,Harvard,Holy Cross,away,L,0,67,68,27,65,7,25,6,6,13,26,39,12,12,6,3,13,0,0,25,54,7,18,11,14,6,24,30,11,11,7,5,8,0,0
12/08/2024,Harvard,New Hampshire,away,W,0,72,62,22,44,4,14,24,28,6,24,30,12,19,12,1,15,0,0,22,55,5,23,13,14,10,20,30,10,16,10,2,19,1,1
12/21/2024,Harvard,Furman,home,L,0,63,77,22,58,8,25,11,12,11,19,30,13,12,5,2,13,0,0,28,54,10,24,11,14,8,24,32,17,9,6,4,14,0,0
12/29/2024,Harvard,Iona,away,W,0,67,61,20,44,7,19,20,24,8,26,34,14,19,6,9,14,0,1,23,67,3,18,12,14,18,16,34,12,11,12,5,19,1,1
01/05/2025,Harvard,Bowdoin,home,W,0,71,65,25,52,8,21,13,21,9,30,39,13,8,5,1,9,0,0,25,60,11,32,4,10,8,23,31,15,6,6,6,15,0,0
01/11/2025,Harvard,Princeton,home,L,0,64,68,21,50,9,22,13,16,4,26,30,9,9,8,2,15,0,0,24,55,7,21,13,18,10,27,37,13,10,5,2,13,0,0
01/18/2025,Harvard,Brown,away,W,0,80,67,30,60,9,21,11,17,13,19,32,17,12,15,3,13,0,0,25,60,11,26,6,11,18,20,38,14,21,7,6,16,0,0
01/20/2025,Harvard,Penn,home,L,0,67,82,27,59,6,25,7,10,13,21,34,11,13,6,4,15,0,0,29,57,11,25,13,15,8,20,28,17,8,7,3,13,0,0
01/25/2025,Harvard,Yale,away,L,0,55,84,22,60,8,29,3,5,8,19,27,14,13,5,1,21,0,0,27,63,8,20,22,29,18,30,48,17,8,7,5,8,0,0
01/31/2025,Harvard,Columbia,away,W,0,90,82,33,59,9,19,15,20,5,25,30,16,15,13,2,13,0,1,30,62,7,22,15,19,10,23,33,14,19,12,1,18,0,0
02/01/2025,Harvard,Cornell,away,L,0,60,75,23,55,8,21,6,10,6,17,23,13,9,5,1,16,0,0,28,49,6,20,13,16,5,27,32,16,12,6,2,16,0,0
02/08/2025,Harvard,Dartmouth,away,L,0,56,76,25,66,3,23,3,5,10,19,29,12,6,8,2,12,0,0,29,57,10,25,8,12,12,33,45,17,13,1,4,8,0,0
02/14/2025,Harvard,Cornell,home,W,0,75,73,29,62,6,21,11,17,9,24,33,18,11,10,1,16,0,0,27,54,9,24,10,16,5,28,33,12,16,6,1,15,0,0
02/15/2025,Harvard,Columbia,home,W,0,87,75,31,52,11,20,14,16,5,29,34,23,13,1,3,9,0,0,32,67,6,18,5,7,7,18,25,17,5,8,4,13,0,0
02/21/2025,Harvard,Princeton,away,L,0,71,76,24,48,6,16,17,18,6,13,19,13,11,9,2,13,0,0,30,51,11,25,5,5,7,16,23,14,13,6,1,16,1,1
02/22/2025,Harvard,Penn,away,W,1,79,78,27,60,6,27,19,20,7,25,32,13,8,5,3,16,1,0,32,63,3,14,11,15,9,27,36,13,9,3,1,17,1,0
02/28/2025,Harvard,Brown,home,L,0,52,59,22,53,6,18,2,3,6,24,30,9,17,8,3,11,0,0,23,55,2,15,11,16,11,25,36,4,12,8,4,10,0,0
03/01/2025,Harvard,Yale,home,W,0,74,69,27,58,9,22,11,11,8,26,34,14,10,5,5,12,0,0,29,67,4,16,7,11,14,23,37,14,8,6,2,11,0,0
03/08/2025,Harvard,Dartmouth,home,W,0,66,58,25,62,6,21,10,13,7,25,32,14,8,14,3,17,0,0,20,48,5,20,13,16,5,31,36,10,19,3,4,11,0,0
11/04/2024,Grambling,Southern-N.O.,home,W,0,92,42,37,72,12,25,6,12,11,40,51,13,14,10,8,13,0,0,16,63,2,14,8,15,9,27,36,7,18,8,3,12,0,0
11/08/2024,Grambling,Ole Miss,away,L,0,64,66,21,45,9,19,13,20,5,34,39,10,22,5,7,18,0,0,23,65,6,26,14,18,10,23,33,13,6,14,5,20,0,0
11/11/2024,Grambling,Florida,away,L,0,62,86,23,54,2,12,14,17,5,19,24,4,18,6,4,20,0,0,29,64,7,23,21,26,17,28,45,13,12,11,5,18,0,0
11/21/2024,Grambling,New Mexico,away,L,0,58,80,22,62,7,19,7,15,11,27,38,17,22,9,3,24,0,1,28,60,7,18,17,26,10,34,44,23,16,14,9,14,0,1
11/24/2024,Grambling,Southern California,away,L,0,69,80,25,55,7,22,12,14,8,23,31,14,12,9,3,24,0,1,25,50,7,21,23,33,10,22,32,17,13,6,2,13,0,0
11/26/2024,Grambling,Cal Poly,away,L,0,79,82,29,61,13,26,8,14,8,26,34,15,11,4,7,17,1,0,32,63,9,22,9,12,7,30,37,16,8,5,1,10,0,0
12/03/2024,Grambling,Ark. Baptist,home,W,0,82,56,32,57,7,16,11,14,7,36,43,22,10,5,5,14,0,0,19,58,6,17,12,19,6,17,23,10,13,6,1,12,0,0
12/07/2024,Grambling,Pepperdine,away,L,0,57,85,21,55,5,17,10,18,8,25,33,10,14,5,4,12,0,0,34,69,10,23,7,9,11,31,42,18,8,6,7,14,0,0
12/16/2024,Grambling,Southeastern La.,home,L,0,65,75,23,50,7,16,12,16,1,13,14,14,6,3,2,15,0,0,27,48,8,20,13,17,7,28,35,14,16,4,1,13,0,0
12/19/2024,Grambling,Delaware St.,neutral,L,0,60,73,22,58,4,24,12,19,15,18,33,11,10,7,0,19,0,0,27,57,5,10,14,17,13,23,36,12,13,6,4,19,0,0
12/20/2024,Grambling,Norfolk St.,neutral,L,0,70,76,25,56,5,21,15,17,10,22,32,11,9,3,6,20,0,0,25,51,6,15,20,27,8,20,28,13,8,6,2,17,0,0
12/22/2024,Grambling,Cincinnati,away,L,0,49,84,17,50,2,14,13,15,10,20,30,10,16,4,3,21,0,1,30,65,9,32,15,20,18,24,42,17,6,9,6,15,0,1
12/30/2024,Grambling,Biblical Stud. (TX),home,W,0,100,55,38,72,14,25,10,11,11,38,49,16,11,4,2,8,0,0,25,75,2,15,3,5,12,19,31,16,10,10,2,8,0,0
01/04/2025,Grambling,Prairie View,away,L,0,55,73,25,45,3,10,2,8,4,20,24,11,23,4,1,13,0,0,28,52,11,18,6,7,3,17,20,22,13,13,6,15,0,0
01/06/2025,Grambling,Texas Southern,away,L,1,66,71,22,66,5,24,17,22,15,36,51,7,18,8,3,13,0,0,26,66,8,24,11,14,7,30,37,15,14,11,9,17,0,0
01/11/2025,Grambling,Bethune-Cookman,home,L,0,59,65,19,56,3,18,18,27,11,25,36,4,12,10,4,20,0,0,19,50,4,13,23,30,10,30,40,8,15,9,3,21,1,1
01/13/2025,Grambling,Florida A&M,home,W,0,79,72,24,46,4,12,27,35,8,21,29,14,8,5,4,21,0,3,24,55,8,18,16,19,10,19,29,7,11,3,2,25,0,2
01/18/2025,Grambling,Southern U.,away,L,0,60,67,19,49,4,15,18,21,8,23,31,8,16,10,3,18,0,1,24,55,5,18,14,22,12,21,33,13,15,8,7,18,0,0
01/25/2025,Grambling,Mississippi Val.,away,W,0,65,54,21,49,10,20,13,21,7,21,28,11,7,9,2,13,0,1,18,49,6,20,12,13,11,24,35,8,15,2,2,18,0,2
01/27/2025,Grambling,Ark.-Pine Bluff,away,W,0,81,77,28,53,11,23,14,21,6,23,29,18,12,6,1,9,0,0,31,63,11,24,4,7,11,22,33,20,13,6,2,14,0,0
02/01/2025,Grambling,Jackson St.,home,L,0,50,65,18,59,7,27,7,11,14,24,38,10,13,5,7,14,1,0,26,58,3,11,10,14,11,29,40,14,8,11,3,12,0,1
02/03/2025,Grambling,Alcorn,home,L,0,53,60,19,52,5,21,10,12,7,13,20,9,12,14,1,13,0,0,23,46,7,12,7,11,10,24,34,10,19,9,2,10,0,0
02/08/2025,Grambling,Alabama St.,away,W,0,77,67,26,54,8,19,17,21,12,28,40,7,14,8,2,17,0,0,25,61,8,24,9,13,10,18,28,10,10,8,4,16,0,0
02/10/2025,Grambling,Alabama A&M,away,W,0,72,61,22,43,7,17,21,33,6,31,37,14,16,4,1,18,0,0,19,57,8,28,15,25,13,18,31,12,13,8,1,24,1,0
02/15/2025,Grambling,Texas Southern,home,L,0,60,67,19,57,7,26,15,20,10,24,34,8,12,7,1,15,0,0,27,55,7,21,6,9,7,31,38,13,17,10,2,11,0,0
02/17/2025,Grambling,Prairie View,home,W,0,70,48,27,62,4,18,12,15,14,29,43,10,7,9,4,12,0,0,16,53,7,22,9,12,10,22,32,6,13,4,3,11,0,0
02/22/2025,Grambling,Southern U.,home,L,0,64,71,20,48,5,19,19,22,8,20,28,12,10,3,7,18,0,0,26,61,9,17,10,16,14,20,34,6,6,5,2,19,1,0
03/01/2025,Grambling,Florida A&M,away,L,0,68,73,22,52,6,15,18,24,7,19,26,6,7,2,2,24,0,0,19,40,8,21,27,32,3,25,28,7,11,5,1,17,0,0
03/03/2025,Grambling,Bethune-Cookman,away,L,0,71,78,25,58,6,20,15,25,15,19,34,9,12,8,3,22,2,0,24,47,7,14,23,32,9,24,33,19,15,9,2,14,0,0
03/06/2025,Grambling,Alabama A&M,home,W,0,67,51,26,47,4,10,11,13,4,22,26,12,11,8,5,17,0,0,17,52,6,22,11,16,10,13,23,7,14,5,3,15,0,0
03/08/2025,Grambling,Alabama St.,home,L,0,47,59,16,49,5,14,10,12,6,28,34,11,14,5,3,12,0,0,22,63,5,23,10,11,14,29,43,8,8,12,2,13,0,0
03/11/2025,Grambling,Alabama A&M,neutral,W,0,73,56,28,57,9,21,8,11,7,27,34,16,9,11,3,15,0,0,17,51,12,25,10,13,7,24,31,12,14,7,3,14,1,0
03/12/2025,Grambling,Southern U.,neutral,W,1,65,62,19,59,7,21,20,26,13,23,36,15,14,11,10,13,0,0,22,69,3,17,15,15,22,30,52,9,21,10,7,19,1,0
03/14/2025,Grambling,Alabama St.,neutral,L,0,62,64,20,55,5,22,17,18,8,28,36,8,9,6,5,15,0,0,23,64,7,25,11,14,15,27,42,16,8,6,2,12,0,0
11/04/2024,Georgia St.,Ball St.,home,W,0,71,66,27,65,2,11,15,22,14,35,49,14,6,3,3,18,0,0,22,68,8,33,14,24,17,27,44,11,6,1,0,16,0,0
11/08/2024,Georgia St.,Mississippi St.,away,L,0,66,101,22,64,5,18,17,25,18,19,37,9,17,5,0,14,0,0,42,72,10,28,7,10,12,26,38,26,10,15,8,22,0,1
11/13/2024,Georgia St.,Jacksonville St.,away,L,0,67,72,24,69,10,29,9,14,10,32,42,13,8,5,3,17,0,1,26,65,7,27,13,17,10,37,47,12,10,3,1,13,0,0
11/18/2024,Georgia St.,Toccoa Falls,home,W,0,106,66,43,84,14,38,6,9,24,27,51,19,13,13,1,10,0,0,26,57,6,25,8,15,6,19,25,9,19,9,4,9,0,0
11/22/2024,Georgia St.,N.C. Central,home,W,0,93,79,33,47,9,17,18,25,8,24,32,15,15,2,6,16,0,0,28,65,9,23,14,16,14,7,21,18,6,7,1,19,1,0
11/26/2024,Georgia St.,Austin Peay,neutral,L,0,50,62,15,39,5,13,15,23,5,25,30,8,17,7,2,15,0,0,20,50,10,21,12,19,9,24,33,9,12,7,2,19,1,0
11/27/2024,Georgia St.,Tulsa,neutral,W,0,74,71,27,62,3,16,17,23,14,32,46,7,11,4,0,14,0,0,27,64,11,31,6,11,7,25,32,14,8,4,2,19,0,1
11/29/2024,Georgia St.,Kentucky,away,L,0,76,105,26,56,11,21,13,20,5,22,27,14,18,6,1,24,2,3,40,67,7,26,18,22,7,29,36,23,9,10,2,20,0,2
12/06/2024,Georgia St.,Kennesaw St.,home,L,0,77,81,26,65,9,24,16,25,17,28,45,15,14,6,2,22,0,0,26,61,9,29,20,27,10,26,36,14,11,8,5,19,1,0
12/14/2024,Georgia St.,Charlotte,home,L,0,63,77,20,58,2,18,21,29,15,20,35,5,13,8,4,24,2,0,25,48,2,14,25,36,5,25,30,14,13,8,2,23,0,0
12/17/2024,Georgia St.,Auburn,away,L,0,59,100,21,62,4,22,13,20,17,17,34,7,20,7,0,20,0,0,35,61,9,25,21,26,10,24,34,19,11,11,9,20,0,0
12/21/2024,Georgia St.,Troy,away,L,0,57,77,22,54,6,24,7,15,9,20,29,12,14,3,1,18,0,0,26,60,7,24,18,25,17,26,43,14,11,9,3,16,0,0
12/28/2024,Georgia St.,Mercer,home,L,0,68,71,28,70,6,22,6,14,17,29,46,11,9,7,4,14,0,0,27,65,10,32,7,12,9,27,36,16,11,6,2,14,0,0
01/02/2025,Georgia St.,South Alabama,home,L,0,51,77,18,50,9,33,6,14,11,20,31,13,16,3,2,11,0,0,31,66,9,30,6,6,13,21,34,19,6,11,4,11,0,0
01/04/2025,Georgia St.,Louisiana,home,W,0,94,70,32,61,7,19,23,27,13,33,46,17,12,4,2,14,0,0,25,70,6,30,14,17,14,18,32,11,8,7,2,15,0,0
01/08/2025,Georgia St.,Ga. Southern,home,W,1,82,78,27,68,4,20,24,30,14,34,48,12,13,6,6,15,0,0,31,80,8,38,8,16,17,27,44,13,11,10,7,20,1,0
01/11/2025,Georgia St.,Coastal Carolina,home,W,0,79,74,29,60,6,13,15,17,12,25,37,12,10,5,2,9,0,0,30,63,10,24,4,8,9,19,28,19,8,8,2,15,0,0
01/15/2025,Georgia St.,Texas St.,away,L,0,80,94,29,64,12,29,10,16,9,22,31,16,10,4,8,12,1,0,37,73,12,22,8,13,17,28,45,22,7,7,6,18,0,0
01/18/2025,Georgia St.,Arkansas St.,away,L,0,59,85,22,69,2,23,13,21,18,31,49,10,11,4,2,13,0,0,31,78,13,39,10,11,16,35,51,22,5,6,7,16,0,0
01/23/2025,Georgia St.,Marshall,home,L,0,79,92,30,71,7,19,12,16,14,19,33,14,4,6,4,20,1,0,31,58,12,19,18,21,9,27,36,18,10,0,10,15,0,0
01/25/2025,Georgia St.,James Madison,home,L,0,79,86,29,61,13,29,8,13,11,23,34,17,11,3,1,16,0,0,30,59,13,27,13,15,7,23,30,13,8,9,6,16,0,0
01/30/2025,Georgia St.,Marshall,away,W,0,85,81,34,55,9,18,8,9,5,26,31,13,18,7,3,13,0,0,32,66,12,30,5,7,10,17,27,17,13,9,3,15,0,0
02/01/2025,Georgia St.,App State,away,L,0,76,80,31,66,9,20,5,11,9,25,34,15,8,7,4,19,0,0,29,57,8,18,14,21,8,28,36,16,9,5,3,10,0,0
02/05/2025,Georgia St.,ULM,home,W,0,97,64,37,62,15,30,8,15,8,28,36,18,7,7,4,13,0,0,23,64,8,24,10,17,14,19,33,15,12,4,1,10,0,0
02/08/2025,Georgia St.,Buffalo,away,W,0,80,75,27,60,6,21,20,26,9,34,43,16,17,9,2,25,2,0,24,72,5,33,22,28,17,29,46,13,13,8,3,22,0,0
02/13/2025,Georgia St.,Old Dominion,home,W,0,97,75,36,55,8,15,17,26,6,25,31,14,10,6,6,15,0,0,28,67,5,24,14,16,14,18,32,5,12,7,0,20,1,0
02/15/2025,Georgia St.,App State,home,W,0,70,65,26,58,6,14,12,18,10,28,38,13,8,5,4,8,0,0,26,59,9,25,4,6,6,24,30,14,7,6,2,13,0,0
02/20/2025,Georgia St.,James Madison,away,L,0,63,83,19,50,2,13,23,32,12,23,35,2,11,5,0,17,0,0,29,61,10,29,15,21,12,24,36,14,6,6,0,22,0,0
02/22/2025,Georgia St.,Old Dominion,away,W,0,76,70,29,61,7,16,11,12,14,31,45,13,12,1,5,12,0,0,28,82,10,33,4,8,26,18,44,15,5,8,3,16,0,0
02/26/2025,Georgia St.,Coastal Carolina,away,L,0,74,80,26,68,7,27,15,18,19,22,41,7,3,2,1,16,0,1,29,61,9,20,13,16,12,24,36,11,4,1,2,16,0,1
02/28/2025,Georgia St.,Ga. Southern,away,L,0,75,76,31,59,8,15,5,13,9,22,31,13,10,6,4,13,0,1,29,64,12,31,6,10,14,24,38,18,11,6,5,15,0,0
03/06/2025,Georgia St.,Ga. Southern,neutral,W,0,80,71,26,49,4,13,24,31,8,34,42,9,15,3,4,17,0,0,25,62,9,29,12,20,9,19,28,13,8,9,2,21,2,0
03/07/2025,Georgia St.,Marshall,neutral,L,0,76,79,26,56,6,15,18,27,9,27,36,8,10,4,6,19,1,0,26,73,8,26,19,24,21,26,47,16,8,4,5,19,0,0
11/04/2024,Grand Canyon,Cal St. Fullerton,home,W,0,89,79,28,59,10,31,23,32,16,20,36,15,17,9,1,26,2,0,24,50,7,17,24,30,8,17,25,11,17,10,1,25,0,0
11/09/2024,Grand Canyon,Western Ky.,home,W,0,74,72,24,60,4,17,22,29,9,28,37,10,12,11,4,14,0,0,28,61,8,21,8,13,7,30,37,8,16,7,2,19,0,0
11/14/2024,Grand Canyon,Arizona St.,neutral,L,0,76,87,26,59,7,17,17,25,11,19,30,13,15,9,3,20,1,0,29,54,11,25,18,21,5,22,27,16,15,3,5,21,0,0
