date,team,opponent,location,result,overtimes,points,opp_points,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,fouls,disqualifications,technical_fouls,opp_field_goals_made,opp_field_goals_attempted,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_free_throws_made,opp_free_throws_attempted,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_turnovers,opp_steals,opp_blocks,opp_fouls,opp_disqualifications,opp_technical_fouls
01/19/2023,Idaho St.,Sacramento St.,away,L,0,52,66,54,4,12,8,12,52,21,36,12,15,6,2,15,1,0,0,55,10,26,14,15,66,21,35,12,14,8,4,16,1,0,0
01/21/2023,Idaho St.,Portland St.,away,L,0,47,48,50,2,15,7,12,47,26,41,16,17,5,4,14,1,0,0,49,6,12,8,16,48,18,25,11,10,8,5,10,1,0,0
01/26/2023,Idaho St.,Eastern Wash.,home,L,0,58,71,55,3,10,5,8,58,21,27,15,14,5,1,17,1,1,0,49,8,18,17,20,71,26,32,13,13,7,1,15,1,0,0
01/28/2023,Idaho St.,Idaho,home,L,0,61,68,72,7,25,8,13,61,33,52,12,9,5,5,19,1,2,1,51,12,29,12,20,68,33,36,14,12,5,3,14,1,0,0
02/04/2023,Idaho St.,Weber St.,away,W,0,57,41,58,2,13,9,18,57,25,39,11,18,11,2,17,1,1,0,42,2,11,13,16,41,25,30,9,24,10,1,22,1,0,0
02/06/2023,Idaho St.,Northern Ariz.,home,L,0,54,64,45,3,8,25,30,54,23,34,5,17,7,3,18,1,0,0,58,8,27,12,18,64,22,36,14,13,11,2,24,1,2,0
02/09/2023,Idaho St.,Montana,away,W,0,55,54,58,3,12,6,7,55,23,34,14,10,8,2,10,1,0,0,46,8,25,6,6,54,25,28,13,17,5,3,13,1,0,0
02/11/2023,Idaho St.,Montana St.,away,L,0,53,70,53,6,27,9,18,53,22,35,9,14,4,2,20,1,0,0,57,5,16,17,19,70,24,35,10,10,8,1,17,1,0,0
02/16/2023,Idaho St.,Portland St.,home,W,0,59,43,54,5,10,6,9,59,30,41,16,13,8,4,15,1,1,0,47,8,18,3,7,43,19,22,8,14,5,1,13,1,0,0
02/18/2023,Idaho St.,Sacramento St.,home,L,0,62,75,56,6,14,14,18,62,20,30,11,11,6,2,19,1,0,0,50,13,27,8,16,75,28,35,12,15,6,1,22,1,0,0
02/23/2023,Idaho St.,Idaho,away,L,0,54,60,63,5,13,5,7,54,26,36,15,10,8,3,19,1,1,0,49,8,22,14,17,60,31,36,13,16,5,1,9,1,0,0
02/25/2023,Idaho St.,Eastern Wash.,away,L,0,44,64,52,3,11,7,10,44,24,33,7,14,5,4,12,1,0,0,65,8,18,4,6,64,26,42,19,8,5,3,11,1,0,0
02/27/2023,Idaho St.,Northern Colo.,home,L,0,46,53,51,4,16,6,8,46,16,29,9,22,8,4,20,1,0,0,40,6,16,15,21,53,21,32,5,23,15,3,14,1,0,0
03/04/2023,Idaho St.,Portland St.,neutral,L,0,58,73,66,4,19,8,12,58,23,35,11,10,6,2,17,1,1,0,60,9,20,14,15,73,34,43,17,11,7,2,10,1,0,0
11/10/2022,Illinois St.,Dayton,away,W,1,74,70,70,10,26,16,25,74,19,37,14,12,11,6,8,1,0,0,63,9,22,3,7,70,33,50,18,27,7,4,20,1,1,0
11/15/2022,Illinois St.,St. Thomas (MN),home,W,0,71,56,51,3,12,16,19,71,18,26,11,12,11,8,9,1,0,0,51,6,17,8,12,56,19,31,11,20,5,3,24,1,0,0
11/20/2022,Illinois St.,Wisconsin,home,W,0,62,57,56,11,26,7,12,62,27,36,16,16,9,5,16,1,0,0,57,4,19,13,20,57,26,39,13,14,6,7,15,1,1,0
11/25/2022,Illinois St.,UC San Diego,neutral,W,0,79,62,52,9,19,16,30,79,29,36,13,11,9,6,22,1,1,0,57,5,22,15,22,62,25,37,12,17,3,1,24,1,0,0
11/26/2022,Illinois St.,Louisiana Tech,neutral,W,0,70,53,58,7,18,9,12,70,22,34,13,14,8,3,15,1,0,0,53,1,11,12,16,53,21,33,15,17,5,1,12,1,0,0
11/27/2022,Illinois St.,UNLV,away,L,0,66,73,42,3,11,19,22,66,20,25,9,25,5,3,20,1,0,0,59,5,18,16,21,73,15,30,15,20,11,1,21,1,2,0
12/03/2022,Illinois St.,Saint Louis,away,L,0,65,75,71,8,20,13,14,65,22,41,9,15,4,2,19,1,1,0,56,7,18,18,18,75,30,39,13,17,7,7,18,1,1,0
12/06/2022,Illinois St.,Mo.-St. Louis,home,W,0,66,51,64,8,21,10,12,66,28,44,15,7,1,2,12,1,0,0,56,6,21,3,9,51,22,33,10,8,1,4,11,1,0,0
12/11/2022,Illinois St.,Purdue,away,L,0,51,64,58,4,24,13,16,51,16,31,8,14,6,3,14,1,0,0,47,4,14,12,13,64,25,32,13,18,7,5,18,1,0,0
12/18/2022,Illinois St.,Green Bay,home,L,0,49,63,54,5,20,10,15,49,20,28,11,8,6,4,18,1,0,0,55,7,19,10,15,63,33,46,15,15,2,5,18,1,0,0
12/30/2022,Illinois St.,Drake,home,W,0,87,76,63,11,21,20,24,87,27,34,18,14,7,7,29,1,2,0,55,5,20,25,35,76,27,37,17,19,6,5,25,1,2,0
01/01/2023,Illinois St.,UNI,home,L,0,64,74,68,11,28,15,18,64,32,47,13,11,3,4,21,1,1,0,67,7,22,17,25,74,35,49,13,9,4,6,20,1,1,0
01/05/2023,Illinois St.,Missouri St.,away,W,0,67,63,56,4,13,13,17,67,24,32,9,9,4,5,15,1,0,0,71,7,18,4,14,63,26,50,14,14,5,1,20,1,0,0
01/07/2023,Illinois St.,Southern Ill.,away,W,0,59,56,60,7,22,8,13,59,24,36,13,18,7,2,12,1,0,0,55,4,19,12,14,56,26,36,10,18,12,4,17,1,0,0
01/12/2023,Illinois St.,Bradley,away,W,0,60,50,53,9,24,7,9,60,31,40,16,15,4,5,13,1,0,0,61,6,22,8,14,50,24,38,11,11,7,5,15,1,1,0
01/15/2023,Illinois St.,Belmont,away,W,0,70,56,46,10,21,16,22,70,25,32,10,17,1,5,20,1,0,0,61,4,22,8,14,56,20,39,10,15,10,3,22,1,0,0
01/20/2023,Illinois St.,Indiana St.,home,W,0,78,68,54,14,28,18,24,78,19,30,15,11,9,2,17,1,0,0,58,7,22,15,17,68,25,40,17,16,2,4,20,1,0,0
01/22/2023,Illinois St.,Evansville,home,W,0,78,46,61,5,22,11,12,78,31,39,16,9,7,3,14,1,0,0,60,6,25,14,18,46,22,37,10,14,7,2,16,1,1,0
01/27/2023,Illinois St.,Valparaiso,away,W,0,78,46,55,8,19,16,20,78,29,39,18,18,9,4,16,1,0,0,46,4,26,12,18,46,21,23,9,20,10,0,23,1,0,0
01/29/2023,Illinois St.,UIC,away,W,0,55,42,43,3,9,10,11,55,24,31,14,15,3,5,23,1,2,0,44,3,13,17,23,42,14,26,7,14,7,1,20,1,0,1
02/02/2023,Illinois St.,Bradley,home,W,0,84,52,69,10,17,6,13,84,33,47,16,10,7,6,14,1,0,0,60,4,19,10,14,52,25,34,11,14,3,2,20,1,0,0
02/05/2023,Illinois St.,Murray St.,home,W,0,79,73,68,7,19,6,14,79,27,34,14,5,2,9,9,1,0,0,66,13,35,6,6,73,29,41,18,11,1,0,24,1,1,0
02/10/2023,Illinois St.,Southern Ill.,home,W,0,73,70,54,7,15,16,20,73,27,34,13,11,4,2,10,1,0,0,62,9,24,3,4,70,24,30,16,10,8,3,17,1,0,0
02/12/2023,Illinois St.,Missouri St.,home,L,0,66,71,58,4,20,22,28,66,23,33,5,17,7,6,24,1,2,0,53,3,10,26,33,71,30,41,10,17,8,2,25,1,2,0
02/16/2023,Illinois St.,UNI,away,W,0,72,70,54,11,20,11,13,72,24,31,12,13,3,5,16,1,0,0,63,8,27,14,17,70,23,38,9,9,7,1,15,1,0,0
02/18/2023,Illinois St.,Drake,away,L,0,67,83,65,9,25,4,8,67,18,25,11,10,4,6,17,1,1,0,61,7,17,14,17,83,31,44,22,16,6,6,11,1,0,0
02/23/2023,Illinois St.,UIC,home,W,0,66,55,49,6,16,16,25,66,24,31,12,10,7,6,17,1,1,0,48,3,11,14,22,55,22,30,9,12,5,0,22,1,0,0
02/25/2023,Illinois St.,Valparaiso,home,W,0,78,49,63,11,30,17,24,78,30,44,12,7,5,3,13,1,0,0,49,7,29,8,14,49,23,28,8,16,1,4,25,1,0,0
03/02/2023,Illinois St.,Evansville,away,W,0,73,56,56,4,15,21,30,73,27,37,11,9,6,2,23,1,0,0,48,1,19,27,31,56,24,33,6,16,2,3,25,1,0,0
03/04/2023,Illinois St.,Indiana St.,away,W,0,82,71,52,8,21,18,19,82,20,27,12,17,7,7,17,1,0,1,60,7,16,12,15,71,18,34,10,17,10,1,22,1,0,1
03/10/2023,Illinois St.,Murray St.,neutral,W,0,75,73,57,10,29,9,14,75,20,31,14,8,5,3,18,1,1,0,50,7,19,18,22,73,19,27,20,8,3,2,13,1,0,0
03/11/2023,Illinois St.,Drake,neutral,L,0,54,74,66,4,20,14,20,54,22,35,6,5,5,4,17,1,0,0,49,10,20,16,20,74,38,43,19,14,1,4,19,1,1,0
11/07/2022,Indiana St.,Saint Louis,home,W,0,64,62,70,8,17,8,11,64,24,44,13,15,12,3,21,1,1,0,56,6,18,10,19,62,27,39,12,21,6,8,18,1,0,0
11/16/2022,Indiana St.,Central Mich.,home,W,0,84,71,66,10,21,8,14,84,23,31,14,9,17,0,15,1,1,0,56,11,27,8,10,71,27,35,18,23,5,2,19,1,0,0
11/20/2022,Indiana St.,Purdue,away,L,0,54,77,63,8,22,6,8,54,23,35,14,21,12,4,23,1,0,0,51,9,19,16,24,77,31,35,21,18,8,2,15,1,0,0
11/26/2022,Indiana St.,Ohio,home,L,0,62,74,62,6,26,12,15,62,27,40,15,12,3,3,12,1,0,0,61,10,30,10,16,74,29,40,19,12,6,2,20,1,0,0
11/29/2022,Indiana St.,Chicago St.,home,W,0,68,43,66,3,22,15,24,68,34,47,14,16,15,1,19,1,0,0,56,3,16,4,11,43,32,40,12,28,7,5,23,1,0,0
12/10/2022,Indiana St.,Western Mich.,away,L,0,67,77,51,7,18,10,15,67,24,29,14,18,5,4,27,1,1,0,53,11,25,24,34,77,25,36,11,14,11,4,13,1,0,0
12/15/2022,Indiana St.,Western Ky.,home,L,0,51,58,47,5,21,12,21,51,30,40,12,24,7,0,26,1,2,0,51,7,29,17,28,58,23,34,10,19,12,1,22,1,0,0
12/18/2022,Indiana St.,Purdue Fort Wayne,home,W,0,64,56,44,1,6,29,37,64,31,42,8,25,2,7,25,1,3,0,55,4,31,20,29,56,22,36,6,19,8,7,32,1,4,0
12/21/2022,Indiana St.,Detroit Mercy,home,W,0,72,47,67,3,15,9,17,72,29,44,16,12,13,3,16,1,0,0,53,1,14,8,13,47,27,35,8,21,6,4,17,1,0,0
12/29/2022,Indiana St.,Missouri St.,home,L,0,62,71,57,5,19,23,30,62,27,42,10,18,4,1,25,1,1,0,61,5,25,20,29,71,30,44,14,16,10,4,22,1,0,0
12/31/2022,Indiana St.,Southern Ill.,home,L,0,58,60,55,6,20,20,25,58,32,49,10,20,7,6,29,1,0,1,56,3,10,17,33,60,24,34,10,11,12,5,24,1,0,0
01/05/2023,Indiana St.,UIC,away,W,0,59,48,54,2,12,17,28,59,23,32,12,8,5,6,20,1,2,0,53,2,16,16,21,48,29,47,11,20,3,2,22,1,1,0
01/07/2023,Indiana St.,Valparaiso,away,W,0,66,58,52,5,19,13,16,66,18,25,13,10,10,3,13,1,0,0,46,11,31,9,12,58,23,31,15,22,6,1,15,1,0,0
01/11/2023,Indiana St.,Evansville,away,L,0,54,65,62,4,14,6,13,54,17,32,9,15,10,1,23,1,1,0,43,7,17,16,22,65,28,33,12,18,4,2,14,1,1,0
01/14/2023,Indiana St.,Drake,home,L,0,65,86,70,10,28,9,12,65,20,35,14,20,11,0,19,1,1,0,59,8,30,16,23,86,34,46,28,20,10,6,14,1,0,0
01/20/2023,Indiana St.,Illinois St.,away,L,0,68,78,58,7,22,15,17,68,25,40,17,16,2,4,20,1,0,0,54,14,28,18,24,78,19,30,15,11,9,2,17,1,0,0
01/22/2023,Indiana St.,Bradley,away,W,0,71,60,51,3,15,24,29,71,28,38,16,12,3,2,12,1,0,0,57,5,22,13,17,60,22,32,10,13,7,1,21,1,0,0
01/27/2023,Indiana St.,Belmont,home,L,0,51,65,57,5,13,6,11,51,27,34,5,13,3,2,15,1,1,0,59,8,28,9,12,65,33,43,15,12,4,6,11,1,0,0
01/29/2023,Indiana St.,Murray St.,home,W,0,62,56,57,6,20,10,14,62,25,34,10,13,12,2,14,1,0,0,60,4,20,8,14,56,27,45,17,20,3,2,15,1,0,0
02/01/2023,Indiana St.,Evansville,home,L,0,66,68,63,6,20,14,16,66,27,41,10,13,7,4,26,1,0,0,53,7,21,19,29,68,27,36,12,12,3,4,19,1,0,0
02/05/2023,Indiana St.,UNI,away,L,0,51,91,58,5,21,10,19,51,33,44,12,20,5,3,18,1,1,0,69,13,35,14,19,91,35,43,22,8,10,4,17,1,0,0
02/10/2023,Indiana St.,Murray St.,away,W,0,82,71,52,8,13,8,11,82,25,32,14,19,9,2,18,1,0,0,52,8,21,15,19,71,13,18,18,14,5,3,15,1,0,0
02/12/2023,Indiana St.,Belmont,away,L,0,69,81,51,5,15,10,18,69,24,31,16,21,7,2,21,1,1,0,57,11,24,8,14,81,21,25,13,13,9,2,17,1,1,0
02/17/2023,Indiana St.,Valparaiso,home,L,0,47,54,48,3,14,10,14,47,24,29,10,19,8,2,16,1,1,0,47,7,19,9,14,54,29,35,10,21,6,3,17,1,0,0
02/19/2023,Indiana St.,UIC,home,L,0,50,56,50,5,21,7,11,50,25,31,8,15,4,1,18,1,0,0,56,4,18,12,19,56,27,41,13,13,9,0,12,1,0,1
02/23/2023,Indiana St.,Southern Ill.,away,L,0,64,79,52,5,15,11,17,64,24,33,13,17,4,2,19,1,0,0,63,9,24,10,15,79,20,32,19,9,6,9,18,1,0,0
02/25/2023,Indiana St.,Missouri St.,away,L,0,66,77,63,5,16,13,16,66,22,35,8,16,7,1,19,1,0,0,63,6,20,13,18,77,24,37,15,15,8,4,18,1,1,0
03/02/2023,Indiana St.,Bradley,home,W,0,87,71,64,12,23,9,14,87,23,36,22,11,10,3,11,1,0,0,52,15,27,8,9,71,21,26,14,19,3,1,14,1,0,0
03/04/2023,Indiana St.,Illinois St.,home,L,0,71,82,60,7,16,12,15,71,18,34,10,17,10,1,22,1,0,1,52,8,21,18,19,82,20,27,12,17,7,7,17,1,0,1
03/09/2023,Indiana St.,Southern Ill.,neutral,L,0,79,81,63,9,19,8,12,79,26,35,17,22,10,3,14,1,0,0,67,4,14,11,18,81,24,38,14,22,17,7,15,1,0,0
11/08/2022,Indiana,Vermont,home,W,0,86,49,65,12,25,10,15,86,25,39,18,11,11,5,17,1,0,0,51,5,12,8,14,49,22,30,8,23,6,2,18,1,0,0
11/11/2022,Indiana,UMass Lowell,home,W,0,93,37,73,5,22,12,20,93,27,45,15,9,16,5,13,1,0,0,49,4,21,7,12,37,24,34,5,25,4,4,20,1,0,0
11/14/2022,Indiana,Tennessee,away,W,0,79,67,63,8,29,15,18,79,25,35,21,10,9,6,21,1,1,0,56,9,24,14,22,67,22,33,16,15,4,3,19,1,0,0
11/17/2022,Indiana,Bowling Green,home,W,0,96,61,68,7,19,9,13,96,37,47,25,18,9,6,18,1,0,0,68,6,22,7,12,61,20,28,12,16,5,2,13,1,0,0
11/20/2022,Indiana,Quinnipiac,home,W,0,92,55,66,7,22,15,19,92,19,32,24,9,16,6,16,1,0,0,48,4,11,11,13,55,17,27,14,27,5,3,19,1,0,0
11/25/2022,Indiana,Auburn,neutral,W,0,96,81,61,8,23,22,25,96,25,33,18,12,7,3,17,1,1,0,69,8,20,15,24,81,16,32,11,14,4,7,20,1,0,0
11/26/2022,Indiana,Memphis,neutral,W,0,79,64,59,9,25,10,16,79,28,35,19,9,3,3,18,1,0,0,67,5,18,13,22,64,25,40,9,9,5,0,14,1,0,0
12/01/2022,Indiana,North Carolina,home,W,0,87,63,60,12,22,11,15,87,31,38,20,11,4,2,15,1,0,0,65,7,14,10,15,63,22,34,16,11,3,5,19,1,0,0
12/04/2022,Indiana,Illinois,home,W,0,65,61,62,5,17,8,12,65,29,36,15,10,9,6,15,1,0,0,61,6,16,9,13,61,32,43,4,14,5,5,16,1,0,0
12/08/2022,Indiana,Penn St.,away,W,0,67,58,51,5,15,8,9,67,31,37,20,17,5,2,13,1,1,0,64,4,22,8,12,58,19,31,14,11,8,0,14,1,0,0
12/18/2022,Indiana,Morehead St.,home,W,0,87,24,59,9,18,12,16,87,34,43,21,12,11,6,10,1,0,0,51,5,23,1,4,24,18,26,5,25,7,1,17,1,1,0
12/21/2022,Indiana,Butler,home,W,0,67,50,54,7,20,12,13,67,30,38,15,16,4,2,9,1,0,0,55,5,20,5,6,50,21,26,10,14,9,0,14,1,0,0
12/29/2022,Indiana,Michigan St.,away,L,0,78,83,53,3,12,13,17,78,18,25,19,21,6,4,21,1,1,0,54,4,9,19,29,83,16,26,18,15,13,3,17,1,0,0
01/01/2023,Indiana,Nebraska,home,W,1,74,62,59,4,16,24,30,74,31,38,13,13,12,7,10,1,0,0,60,9,22,5,9,62,31,38,12,21,7,2,21,1,0,0
01/08/2023,Indiana,Northwestern,away,W,0,72,50,68,3,22,19,21,72,31,46,14,11,11,5,18,1,1,0,53,5,17,7,17,50,27,33,13,19,3,7,18,1,0,0
01/12/2023,Indiana,Maryland,home,W,0,68,61,49,6,15,12,21,68,31,37,15,19,12,4,15,1,1,0,57,6,18,13,18,61,21,29,11,16,10,1,20,1,0,0
01/15/2023,Indiana,Wisconsin,home,W,0,93,56,64,8,20,15,21,93,27,39,26,12,13,3,13,1,0,0,63,4,20,8,9,56,21,36,10,21,7,2,13,1,0,0
01/18/2023,Indiana,Illinois,away,W,0,83,72,54,5,13,18,24,83,24,30,16,10,8,4,17,1,0,0,64,5,15,11,15,72,19,31,14,11,4,1,18,1,1,0
01/23/2023,Indiana,Michigan,away,W,0,92,83,64,9,18,17,24,92,27,41,18,12,3,9,20,1,0,0,56,6,12,23,28,83,19,24,7,12,6,2,18,1,1,0
01/26/2023,Indiana,Ohio St.,home,W,0,78,65,62,6,21,16,23,78,31,41,21,12,5,2,16,1,1,0,63,3,15,14,24,65,27,41,8,13,5,8,23,1,1,0
01/29/2023,Indiana,Rutgers,home,W,0,91,68,51,11,18,16,23,91,26,28,21,10,7,5,15,1,0,0,62,5,12,7,10,68,18,28,8,14,6,0,19,1,0,0
02/01/2023,Indiana,Minnesota,away,W,0,77,54,61,4,11,11,14,77,25,32,21,17,12,7,20,1,2,0,56,3,13,13,17,54,25,40,12,29,8,6,16,1,0,0
02/05/2023,Indiana,Purdue,away,W,0,69,46,60,9,26,12,14,69,28,41,13,15,11,7,13,1,0,0,58,3,16,5,7,46,22,34,9,18,7,4,17,1,0,0
02/09/2023,Indiana,Iowa,home,W,0,87,78,62,7,14,22,34,87,28,37,15,12,9,3,20,1,2,0,62,6,23,12,23,78,29,38,17,18,4,4,24,1,1,0
02/13/2023,Indiana,Ohio St.,away,W,0,83,59,57,9,20,6,8,83,28,35,20,11,4,2,12,1,0,0,57,3,15,4,9,59,18,23,11,6,6,2,11,1,1,0
02/16/2023,Indiana,Michigan,home,W,0,68,52,60,4,16,12,14,68,23,30,13,13,11,6,19,1,0,0,48,3,12,11,15,52,29,35,11,21,8,6,18,1,0,1
02/19/2023,Indiana,Purdue,home,W,0,83,60,60,11,27,8,9,83,28,34,20,14,3,6,16,1,0,0,54,6,22,8,13,60,21,26,12,14,5,2,18,1,1,0
02/26/2023,Indiana,Iowa,away,L,0,85,86,63,7,24,16,17,85,29,36,17,8,6,2,16,1,0,0,58,11,28,15,20,86,25,28,18,7,5,2,17,1,0,0
03/03/2023,Indiana,Michigan St.,neutral,W,0,94,85,54,12,22,30,36,94,31,38,22,15,4,8,26,1,2,0,66,11,28,24,31,85,26,40,10,13,6,0,27,1,2,1
03/04/2023,Indiana,Ohio St.,neutral,L,0,75,79,59,7,18,20,23,75,34,45,14,18,3,7,22,1,1,0,73,4,23,23,25,79,27,40,12,8,14,6,20,1,0,0
11/07/2022,IUPUI,UIC,home,L,0,50,52,56,6,24,4,9,50,17,27,12,17,7,2,22,1,0,0,46,2,9,8,19,52,29,42,13,24,5,0,14,1,0,0
11/10/2022,IUPUI,Louisville,away,L,0,62,84,65,10,26,10,20,62,30,42,10,18,7,1,17,1,0,0,69,4,16,14,20,84,38,49,18,13,9,4,21,1,0,0
11/13/2022,IUPUI,Butler,away,W,0,67,61,67,9,28,12,15,67,18,26,16,7,7,0,8,1,0,0,48,6,14,5,7,61,37,42,17,27,2,2,17,1,0,0
11/16/2022,IUPUI,Southern Ill.,away,W,0,80,76,52,13,26,17,24,80,27,30,17,14,5,2,13,1,0,0,69,5,15,13,19,76,28,43,15,10,10,4,17,1,0,0
11/20/2022,IUPUI,Ohio,home,W,0,97,86,73,13,32,16,21,97,31,45,29,14,10,6,19,1,0,0,68,7,22,17,20,86,29,37,11,12,9,4,23,1,1,0
11/23/2022,IUPUI,Eastern Mich.,away,L,0,49,71,56,4,19,7,12,49,25,31,5,17,7,0,16,1,0,0,58,5,15,10,14,71,36,45,12,15,6,5,13,1,0,0
12/03/2022,IUPUI,Green Bay,home,L,0,76,81,58,13,31,11,13,76,22,30,14,8,3,1,14,1,1,0,68,7,24,10,12,81,23,38,16,7,3,3,13,1,0,0
12/05/2022,IUPUI,Milwaukee,home,W,0,64,55,51,2,14,18,21,64,24,31,11,20,10,3,11,1,0,0,60,6,24,7,7,55,23,37,13,21,5,2,24,1,0,0
12/08/2022,IUPUI,Ball St.,away,L,0,54,61,65,6,28,10,12,54,30,43,11,14,4,2,21,1,0,0,55,4,19,17,25,61,34,43,12,12,4,6,13,1,1,0
12/15/2022,IUPUI,Bowling Green,home,L,0,70,84,48,8,22,10,12,70,25,28,17,21,3,6,12,1,0,1,71,5,15,9,15,84,21,35,17,9,14,0,11,1,0,0
12/21/2022,IUPUI,NIU,home,W,0,85,72,52,17,29,14,19,85,24,31,21,12,5,2,14,1,0,0,59,8,28,14,16,72,21,31,9,12,6,2,19,1,0,0
12/30/2022,IUPUI,Northern Ky.,home,W,0,68,65,51,4,13,12,19,68,27,39,14,21,1,6,22,1,0,2,64,3,18,22,25,65,17,32,7,10,11,4,15,1,0,1
01/01/2023,IUPUI,Wright St.,home,W,0,85,69,60,9,23,12,19,85,26,37,17,15,3,3,9,1,0,0,62,4,22,7,9,69,21,29,7,13,11,3,18,1,0,0
01/04/2023,IUPUI,Purdue Fort Wayne,away,W,0,79,71,53,9,24,20,26,79,27,37,16,17,8,2,11,1,0,0,57,8,23,11,14,71,20,25,11,13,11,7,22,1,0,0
01/08/2023,IUPUI,Cleveland St.,away,L,0,59,92,55,5,21,12,14,59,22,29,12,20,3,2,18,1,0,0,65,7,19,13,21,92,27,36,17,9,8,2,9,1,0,0
01/14/2023,IUPUI,Robert Morris,away,L,0,63,69,58,5,26,12,18,63,31,36,17,11,6,1,15,1,0,0,58,10,23,15,17,69,33,40,14,14,6,1,16,1,0,0
01/16/2023,IUPUI,Youngstown St.,away,W,0,64,61,52,6,14,10,15,64,27,34,16,17,7,3,17,1,0,0,54,8,20,11,18,61,22,31,14,13,7,1,14,1,0,0
01/20/2023,IUPUI,Detroit Mercy,home,W,0,74,64,63,9,23,11,15,74,25,35,14,11,8,7,12,1,0,0,59,5,17,5,9,64,25,33,11,15,4,3,11,1,0,0
01/22/2023,IUPUI,Oakland,home,W,0,85,69,50,11,25,12,16,85,29,33,18,18,4,3,14,1,0,1,70,5,22,8,14,69,17,33,10,10,8,0,18,1,0,1
01/28/2023,IUPUI,Milwaukee,away,W,0,78,68,55,10,29,14,18,78,20,29,15,12,7,3,12,1,0,0,52,8,20,10,13,68,20,27,19,15,7,0,13,1,0,0
01/30/2023,IUPUI,Green Bay,away,L,0,54,76,60,10,38,12,17,54,20,30,13,8,2,4,15,1,0,1,61,4,16,12,13,76,36,45,24,10,5,3,16,1,0,0
02/04/2023,IUPUI,Wright St.,away,W,0,93,80,59,14,28,19,22,93,37,45,21,10,1,1,15,1,0,0,69,13,35,7,13,80,22,28,17,5,4,3,15,1,0,0
02/06/2023,IUPUI,Northern Ky.,away,L,0,69,79,60,8,26,11,16,69,26,36,10,14,3,1,22,1,1,0,55,4,14,27,31,79,28,34,7,9,5,0,16,1,0,0
02/09/2023,IUPUI,Purdue Fort Wayne,home,W,0,91,70,65,10,22,11,19,91,29,39,18,9,6,0,12,1,0,0,65,2,24,12,13,70,24,32,8,10,5,2,18,1,1,0
02/11/2023,IUPUI,Cleveland St.,home,L,0,59,83,57,5,21,14,16,59,20,30,12,22,8,1,19,1,1,1,55,7,17,18,22,83,28,36,15,21,13,2,17,1,0,0
02/16/2023,IUPUI,Detroit Mercy,away,L,0,48,57,67,5,27,9,16,48,22,36,10,12,11,3,13,1,0,0,53,3,13,12,16,57,38,50,9,21,4,4,14,1,0,0
02/18/2023,IUPUI,Oakland,away,W,0,87,73,66,9,25,12,17,87,33,49,26,12,4,4,20,1,1,0,70,9,25,16,25,73,19,37,12,9,7,2,21,1,1,0
02/21/2023,IUPUI,Youngstown St.,home,W,0,87,80,50,8,18,29,34,87,28,37,9,16,5,4,17,1,2,1,63,11,28,13,19,80,19,29,18,11,8,6,22,1,1,0
02/23/2023,IUPUI,Robert Morris,home,W,0,83,69,62,10,24,11,14,83,30,43,17,14,2,4,8,1,0,0,68,7,22,10,11,69,20,33,10,9,9,1,18,1,0,0
03/02/2023,IUPUI,Purdue Fort Wayne,home,L,0,69,73,60,6,24,11,17,69,22,38,11,20,9,3,18,1,1,0,49,13,23,8,14,73,21,24,10,20,9,1,18,1,0,0
11/10/2022,Iona,Wagner,home,W,0,87,62,60,9,19,10,18,87,23,35,20,20,8,4,16,1,0,0,62,2,14,10,15,62,20,36,16,22,11,0,24,1,1,1
11/14/2022,Iona,Stony Brook,away,L,0,71,73,55,10,24,5,5,71,25,31,15,17,4,3,20,1,1,0,67,5,19,16,21,73,21,38,7,9,8,3,9,1,0,0
11/17/2022,Iona,Providence,home,L,0,50,53,56,8,24,0,3,50,24,30,13,20,6,3,17,1,0,0,47,3,11,16,22,53,30,38,7,23,8,3,17,1,0,0
11/20/2022,Iona,Sacred Heart,away,W,0,65,56,43,6,14,9,10,65,21,26,14,24,12,1,13,1,0,0,53,8,26,4,4,56,13,23,12,22,9,2,17,1,0,0
11/22/2022,Iona,Bucknell,away,L,0,52,55,53,5,19,3,4,52,25,31,13,13,5,2,14,1,0,0,52,7,18,6,9,55,22,29,15,13,4,2,7,1,0,0
11/30/2022,Iona,Hofstra,home,W,0,62,46,54,7,14,3,6,62,23,33,15,22,12,3,16,1,0,0,47,2,7,12,20,46,19,30,9,22,7,4,15,1,0,0
12/05/2022,Iona,LIU,away,W,0,64,55,52,4,17,12,18,64,32,38,19,21,6,1,16,1,0,0,59,3,22,12,16,55,23,30,18,16,7,1,20,1,1,0
12/08/2022,Iona,St. John's (NY),away,L,0,51,77,50,2,16,7,9,51,12,18,5,19,12,2,22,1,0,0,49,8,16,19,22,77,25,36,17,18,10,2,10,1,0,0
12/13/2022,Iona,Bethune-Cookman,home,W,0,60,57,45,8,15,6,7,60,28,31,16,30,4,5,14,1,0,0,58,3,11,12,20,57,17,27,8,17,22,1,18,1,0,0
12/17/2022,Iona,Quinnipiac,home,W,0,57,54,47,7,18,6,10,57,23,31,13,20,6,1,18,1,0,0,47,8,19,8,17,54,20,27,14,19,14,2,17,1,1,0
